player,name,position,playerScore,generations,total,sum_position,sum_playerScore,sum_generations
木 示,Mining Expedition,1.0,122.0,8.0,1,1,122,8
木 示,Mining Area:ares,1.0,122.0,8.0,1,1,122,8
木 示,Anti-Gravity Technology,1.0,122.0,8.0,1,1,122,8
木 示,Asteroid Deflection System,1.0,122.0,8.0,1,1,122,8
木 示,Atalanta Planitia Lab,1.0,122.0,8.0,1,1,122,8
木 示,Bribed Committee,1.0,122.0,8.0,1,1,122,8
木 示,Building Industries,1.0,122.0,8.0,1,1,122,8
木 示,Comet for Venus,1.0,122.0,8.0,1,1,122,8
木 示,Corporate Stronghold,1.0,122.0,8.0,1,1,122,8
木 示,Corroder Suits,1.0,122.0,8.0,1,1,122,8
木 示,Cupola City,1.0,122.0,8.0,1,1,122,8
木 示,Deuterium Export,1.0,122.0,8.0,1,1,122,8
木 示,Ecological Survey,1.0,122.0,8.0,1,1,122,8
木 示,Ecology Research,1.0,122.0,8.0,1,1,122,8
木 示,Energy Tapping,1.0,122.0,8.0,1,1,122,8
月影,Marketing Experts,1.0,133.0,10.0,1,1,133,10
木 示,Floating Habs,1.0,122.0,8.0,1,1,122,8
木 示,Geothermal Power,1.0,122.0,8.0,1,1,122,8
木 示,Giant Space Mirror,1.0,122.0,8.0,1,1,122,8
木 示,Heavy Taxation,1.0,122.0,8.0,1,1,122,8
木 示,Import of Advanced GHG,1.0,122.0,8.0,1,1,122,8
木 示,Imported GHG,1.0,122.0,8.0,1,1,122,8
木 示,Industrial Center:ares,1.0,122.0,8.0,1,1,122,8
木 示,Invention Contest,1.0,122.0,8.0,1,1,122,8
木 示,Inventors Guild,1.0,122.0,8.0,1,1,122,8
木 示,Lightning Harvest,1.0,122.0,8.0,1,1,122,8
木 示,Luna Metropolis,1.0,122.0,8.0,1,1,122,8
木 示,Mars Hot Spring,1.0,122.0,8.0,1,1,122,8
木 示,Mass Converter,1.0,122.0,8.0,1,1,122,8
木 示,Methane From Titan,1.0,122.0,8.0,1,1,122,8
木 示,Galilean Waystation,1.0,122.0,8.0,1,1,122,8
jooe,Lunar Mining,1.0,100.0,8.0,1,1,100,8
月影,Mangrove,1.0,133.0,10.0,1,1,133,10
月影,Local Shading,1.0,133.0,10.0,1,1,133,10
阿狗,Towing A Comet,1.0,141.0,9.0,1,1,141,9
阿狗,Trade Envoys,1.0,141.0,9.0,1,1,141,9
阿狗,Trading Colony,1.0,141.0,9.0,1,1,141,9
暇,Subterranean Reservoir,1.0,101.0,7.0,1,1,101,7
暇,Towing A Comet,1.0,101.0,7.0,1,1,101,7
暇,Viral Enhancers,1.0,101.0,7.0,1,1,101,7
阿狗,Urban Decomposers,1.0,141.0,9.0,1,1,141,9
阿狗,Venus Waystation,1.0,141.0,9.0,1,1,141,9
阿狗,Virus,1.0,141.0,9.0,1,1,141,9
阿狗,Warp Drive,1.0,141.0,9.0,1,1,141,9
阿狗,Wildlife Dome,1.0,141.0,9.0,1,1,141,9
阿狗锄大地,Ansible,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Anti-Gravity Technology,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Asteroid Rights,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Bactoviral Research,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Banned Delegate,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Business Contacts,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Cryo Sleep,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Earth Catapult,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Ecological Survey,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Ecology Research,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Electric Sheep,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Event Analysts,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Fish,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Freyja Biodomes,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,GMO Contract,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Geothermal Power,1.0,100.0,6.0,1,1,100,6
阿狗,Toll Station,1.0,141.0,9.0,1,1,141,9
西瓜,Electro Catapult,1.0,99.0,8.0,1,1,99,8
暇,Rover Construction,1.0,101.0,7.0,1,1,101,7
暇,Respiration Enhance,1.0,101.0,7.0,1,1,101,7
lxlx,Nitrogen-Rich Asteroid,1.0,64.0,8.0,1,1,64,8
暇,Invention Contest,1.0,101.0,7.0,1,1,101,7
暇,Investment Loan,1.0,101.0,7.0,1,1,101,7
lxlx,Mining Area,1.0,64.0,8.0,1,1,64,8
lxlx,Mineral Deposit,1.0,64.0,8.0,1,1,64,8
lxlx,Methane From Titan,1.0,64.0,8.0,1,1,64,8
暇,Kelp Farming,1.0,101.0,7.0,1,1,101,7
暇,Meat Industry,1.0,101.0,7.0,1,1,101,7
暇,Metallic Asteroid,1.0,101.0,7.0,1,1,101,7
暇,Miranda Resort,1.0,101.0,7.0,1,1,101,7
lxlx,Industrial Center,1.0,64.0,8.0,1,1,64,8
lxlx,Imported GHG,1.0,64.0,8.0,1,1,64,8
lxlx,Import of Advanced GHG,1.0,64.0,8.0,1,1,64,8
lxlx,Hired Raiders,1.0,64.0,8.0,1,1,64,8
lxlx,Heat Trappers,1.0,64.0,8.0,1,1,64,8
暇,Mohole Lake,1.0,101.0,7.0,1,1,101,7
lxlx,Giant Space Mirror,1.0,64.0,8.0,1,1,64,8
lxlx,Giant Ice Asteroid,1.0,64.0,8.0,1,1,64,8
暇,Ocean City,1.0,101.0,7.0,1,1,101,7
暇,Ocean Farm,1.0,101.0,7.0,1,1,101,7
lxlx,Energy Tapping,1.0,64.0,8.0,1,1,64,8
lxlx,Deimos Down,1.0,64.0,8.0,1,1,64,8
lxlx,Corporate Stronghold,1.0,64.0,8.0,1,1,64,8
lxlx,Colonizer Training Camp,1.0,64.0,8.0,1,1,64,8
lxlx,Building Industries,1.0,64.0,8.0,1,1,64,8
lxlx,Biomass Combustors,1.0,64.0,8.0,1,1,64,8
暇,Penguins,1.0,101.0,7.0,1,1,101,7
暇,Restricted Area:ares,1.0,101.0,7.0,1,1,101,7
阿狗锄大地,Grass,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Greenhouses,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Indentured Workers,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Political Alliance,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Power Infrastructure,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Recruitment,1.0,100.0,6.0,1,1,100,6
月影,Energy Tapping,1.0,133.0,10.0,1,1,133,10
阿狗锄大地,Research Colony,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Rim Freighters,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Sabotage,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Sky Docks,1.0,100.0,6.0,1,1,100,6
月影,Extremophiles,1.0,133.0,10.0,1,1,133,10
钝钝,Fueled Generators,1.0,78.0,7.0,1,1,78,7
阿狗锄大地,Solar Wind Power,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Solarnet,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Space Station,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Sponsored Academies,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Sub-Crust Measurements,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Sub-zero Salt Fish,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Sulphur-Eating Bacteria,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Topsoil Contract,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Trading Colony,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Trans-Neptune Probe,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Venusian Insects,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Venusian Plants,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Viral Enhancers,1.0,100.0,6.0,1,1,100,6
月影,Immigration Shuttles,1.0,133.0,10.0,1,1,133,10
月影,Io Mining Industries,1.0,133.0,10.0,1,1,133,10
月影,Lagrange Observatory,1.0,133.0,10.0,1,1,133,10
月影,Large Ecological Reserve,1.0,133.0,10.0,1,1,133,10
月影,Diaspora Movement,1.0,133.0,10.0,1,1,133,10
阿狗锄大地,Parliament Hall,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,PR Office,1.0,100.0,6.0,1,1,100,6
月影,Dawn City,1.0,133.0,10.0,1,1,133,10
阿狗锄大地,Interplanetary Alliance,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Interplanetary Trade,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Invention Contest,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Jovian Expedition,1.0,100.0,6.0,1,1,100,6
西瓜,Earth Office,1.0,76.5,7.0,2,2,153,14
阿狗锄大地,Lunar Mining,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Magnetic Shield,1.0,100.0,6.0,1,1,100,6
西瓜,Earth Elevator,1.0,154.0,9.0,1,1,154,9
西瓜,Deimos Down:promo,1.0,94.5,8.0,2,2,189,16
西瓜,Cow,1.0,154.0,9.0,1,1,154,9
西瓜,Conscription,1.0,90.0,8.0,1,1,90,8
西瓜,Community Services,1.0,154.0,9.0,1,1,154,9
西瓜,Caretaker Contract,1.0,90.0,8.0,1,1,90,8
月影,Luna Governor,1.0,133.0,10.0,1,1,133,10
西瓜,Callisto Penal Mines,1.0,63.0,6.0,1,1,63,6
月影,Algae,1.0,133.0,10.0,1,1,133,10
月影,Asteroid Mining,1.0,133.0,10.0,1,1,133,10
月影,Bactoviral Research,1.0,133.0,10.0,1,1,133,10
月影,Bio-Fertilizer Facility,1.0,133.0,10.0,1,1,133,10
月影,Business Network,1.0,133.0,10.0,1,1,133,10
月影,Clone Technology,1.0,133.0,10.0,1,1,133,10
阿狗锄大地,Martian Media Center,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Mercurian Alloys,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Minority Refuge,1.0,100.0,6.0,1,1,100,6
月影,Cultural Metropolis,1.0,133.0,10.0,1,1,133,10
月影,Cupola City,1.0,133.0,10.0,1,1,133,10
阿狗锄大地,Ocean Sanctuary,1.0,100.0,6.0,1,1,100,6
阿狗锄大地,Omnicourt,1.0,100.0,6.0,1,1,100,6
月影,Advertising,1.0,133.0,10.0,1,1,133,10
jooe,Luna Governor,1.0,100.0,8.0,1,1,100,8
jooe,Livestock,1.0,100.0,8.0,1,1,100,8
jooe,Lightning Harvest,1.0,100.0,8.0,1,1,100,8
hz,Mohole Lake,1.0,117.0,10.0,2,2,234,20
hz,Mining Expedition,1.0,116.0,10.0,1,1,116,10
hz,Methane From Titan,1.0,116.0,10.0,1,1,116,10
hz,Mercurian Alloys,1.0,118.0,10.0,1,1,118,10
hz,Media Archives,1.0,93.0,9.0,1,1,93,9
hz,Mass Converter,1.0,105.5,9.5,2,2,211,19
hz,Mars University,1.0,116.0,10.0,1,1,116,10
hz,Mangrove,1.0,116.0,10.0,1,1,116,10
hz,Luxury Foods,1.0,116.0,10.0,1,1,116,10
陆,Lava Tube Settlement,1.0,76.0,7.0,1,1,76,7
hz,Jovian Lanterns,1.0,93.0,9.0,1,1,93,9
hz,Invention Contest,1.0,116.0,10.0,1,1,116,10
hz,Imported Nutrients,1.0,93.0,9.0,1,1,93,9
hz,Imported Hydrogen,1.0,118.0,10.0,1,1,118,10
hz,Imported GHG,1.0,116.0,10.0,1,1,116,10
hz,Immigration Shuttles,1.0,116.0,10.0,1,1,116,10
hz,GHG Factories,1.0,116.0,10.0,1,1,116,10
hz,Extreme-Cold Fungus,1.0,116.0,10.0,1,1,116,10
hz,Earth Office,1.0,118.0,10.0,1,1,118,10
hz,Earth Elevator,1.0,118.0,10.0,1,1,118,10
hz,Deimos Down:promo,1.0,116.0,10.0,1,1,116,10
hz,Cutting Edge Technology,1.0,93.0,9.0,1,1,93,9
hz,Corroder Suits,1.0,116.0,10.0,1,1,116,10
hz,Cartel,1.0,118.0,10.0,1,1,118,10
hz,Atmo Collectors,1.0,116.0,10.0,1,1,116,10
hz,Asteroid,1.0,116.0,10.0,1,1,116,10
hz,Artificial Photosynthesis,1.0,118.0,10.0,1,1,118,10
hz,Molecular Printing,1.0,116.0,10.0,1,1,116,10
hz,Anti-Gravity Technology,1.0,93.0,9.0,1,1,93,9
hz,Nitrogen from Titan,1.0,93.0,9.0,1,1,93,9
陆,Kelp Farming,1.0,76.0,7.0,1,1,76,7
hz,Vesta Shipyard,1.0,116.0,10.0,1,1,116,10
hz,Venus Soils,1.0,116.0,10.0,1,1,116,10
hz,Tropical Resort,1.0,116.0,10.0,1,1,116,10
hz,Toll Station,1.0,93.0,9.0,1,1,93,9
hz,Titanium Mine,1.0,116.0,10.0,1,1,116,10
hz,Titan Floating Launch-pad,1.0,93.0,9.0,1,1,93,9
hz,Terraforming Contract,1.0,118.0,10.0,1,1,118,10
hz,Tectonic Stress Power,1.0,104.5,9.5,2,2,209,19
hz,Symbiotic Fungus,1.0,118.0,10.0,1,1,118,10
hz,Sulphur-Eating Bacteria,1.0,118.0,10.0,1,1,118,10
hz,Strip Mine,1.0,116.0,10.0,1,1,116,10
hz,Stratospheric Birds,1.0,118.0,10.0,1,1,118,10
hz,Stratopolis,1.0,104.5,9.5,2,2,209,19
hz,Sponsors,1.0,118.0,10.0,1,1,118,10
hz,Sponsored Academies,1.0,118.0,10.0,1,1,118,10
hz,Solar Probe,1.0,116.0,10.0,1,1,116,10
hz,Sky Docks,1.0,116.0,10.0,1,1,116,10
hz,Sister Planet Support,1.0,93.0,9.0,1,1,93,9
hz,Security Fleet,1.0,105.5,9.5,2,2,211,19
hz,Rotator Impacts,1.0,118.0,10.0,1,1,118,10
hz,Robotic Workforce,1.0,116.0,10.0,1,1,116,10
hz,Release of Inert Gases,1.0,93.0,9.0,1,1,93,9
hz,Red Spot Observatory,1.0,93.0,9.0,1,1,93,9
hz,Protected Habitats,1.0,118.0,10.0,1,1,118,10
hz,Phobos Space Haven,1.0,116.0,10.0,1,1,116,10
hz,Pets,1.0,118.0,10.0,1,1,118,10
hz,Penguins,1.0,116.0,10.0,1,1,116,10
hz,Olympus Conference,1.0,93.0,9.0,1,1,93,9
hz,Algae,1.0,118.0,10.0,1,1,118,10
hz,AI Central,1.0,109.0,9.666666666666666,3,3,327,29
西瓜,Bribed Committee,1.0,90.0,8.0,1,1,90,8
howard514,Fusion Power,1.0,71.0,8.0,1,1,71,8
西瓜,Advanced Ecosystems,1.0,99.0,8.0,1,1,99,8
朱,Equatorial Magnetizer,1.0,144.0,8.0,1,1,144,8
howard514,Extremophiles,1.0,71.0,8.0,1,1,71,8
howard514,Earth Office,1.0,71.0,8.0,1,1,71,8
朱,Extremophiles,1.0,126.0,8.0,1,1,126,8
howard514,Dusk Laser Mining,1.0,71.0,8.0,1,1,71,8
朱,Field-Capped City,1.0,126.0,8.0,1,1,126,8
朱,Fish,1.0,144.0,8.0,1,1,144,8
howard514,Advertising,1.0,71.0,8.0,1,1,71,8
西瓜,Advanced Alloys,1.0,94.5,8.0,2,2,189,16
howard514,Acquired Company,1.0,71.0,8.0,1,1,71,8
朱,Galilean Waystation,1.0,144.0,8.0,1,1,144,8
朱,Giant Space Mirror,1.0,144.0,8.0,1,1,144,8
朱,Greenhouses,1.0,144.0,8.0,1,1,144,8
朱,Hi-Tech Lab,1.0,144.0,8.0,1,1,144,8
朱,Ice Moon Colony,1.0,126.0,8.0,1,1,126,8
陆,Sponsored Mohole,1.0,76.0,7.0,1,1,76,7
陆,Standard Technology,1.0,76.0,7.0,1,1,76,7
朱,Imported Nutrients,1.0,135.0,8.0,2,2,270,16
朱,Interplanetary Trade,1.0,135.0,8.0,2,2,270,16
朱,Ishtar Mining,1.0,126.0,8.0,1,1,126,8
朱,Jovian Lanterns,1.0,126.0,8.0,1,1,126,8
gxz,Sulphur-Eating Bacteria,1.0,72.0,8.0,1,1,72,8
gxz,Small Animals,1.0,72.0,8.0,1,1,72,8
gxz,Shuttles,1.0,72.0,8.0,1,1,72,8
gxz,Rim Freighters,1.0,72.0,8.0,1,1,72,8
howard514,Gene Repair,1.0,71.0,8.0,1,1,71,8
朱,Ecology Research,1.0,144.0,8.0,1,1,144,8
howard514,Immigration Shuttles,1.0,71.0,8.0,1,1,71,8
howard514,Imported Nitrogen,1.0,71.0,8.0,1,1,71,8
西瓜,Breathing Filters,1.0,90.0,8.0,1,1,90,8
西瓜,Atmoscoop,1.0,99.0,8.0,1,1,99,8
西瓜,Anti-Gravity Technology,1.0,90.0,8.0,1,1,90,8
朱,Aerosport Tournament,1.0,144.0,8.0,1,1,144,8
朱,Artificial Lake,1.0,144.0,8.0,1,1,144,8
朱,Bio-Fertilizer Facility,1.0,126.0,8.0,1,1,126,8
朱,Cartel,1.0,144.0,8.0,1,1,144,8
howard514,Titan Shuttles,1.0,71.0,8.0,1,1,71,8
howard514,Symbiotic Fungus,1.0,71.0,8.0,1,1,71,8
howard514,Space Port Colony,1.0,71.0,8.0,1,1,71,8
howard514,Space Elevator,1.0,71.0,8.0,1,1,71,8
howard514,Sister Planet Support,1.0,71.0,8.0,1,1,71,8
howard514,Security Fleet,1.0,71.0,8.0,1,1,71,8
hz,Wave Power,1.0,117.0,10.0,2,2,234,20
howard514,Restricted Area,1.0,71.0,8.0,1,1,71,8
朱,Cupola City,1.0,126.0,8.0,1,1,126,8
howard514,Pioneer Settlement,1.0,71.0,8.0,1,1,71,8
howard514,Nitrite Reducing Bacteria,1.0,71.0,8.0,1,1,71,8
howard514,Molecular Printing,1.0,71.0,8.0,1,1,71,8
西瓜,Aerial Mappers,1.0,63.0,6.0,1,1,63,6
陆,Moss,1.0,76.0,7.0,1,1,76,7
朱,Dust Seals,1.0,126.0,8.0,1,1,126,8
陆,Ocean Farm,1.0,76.0,7.0,1,1,76,7
howard514,Mars University,1.0,71.0,8.0,1,1,71,8
howard514,Local Shading,1.0,71.0,8.0,1,1,71,8
howard514,Local Heat Trapping,1.0,71.0,8.0,1,1,71,8
朱,Ecological Zone:ares,1.0,126.0,8.0,1,1,126,8
howard514,Ishtar Mining,1.0,71.0,8.0,1,1,71,8
朱,Cultural Metropolis,1.0,126.0,8.0,1,1,126,8
木 示,Windmills,1.0,122.0,8.0,1,1,122,8
木 示,Wave Power,1.0,122.0,8.0,1,1,122,8
木 示,Venus Waystation,1.0,122.0,8.0,1,1,122,8
jojo,Magnetic Shield,1.0,61.0,9.0,1,1,61,9
jojo,Magnetic Field Dome,1.0,61.0,9.0,1,1,61,9
jojo,Lava Tube Settlement,1.0,61.0,9.0,1,1,61,9
jojo,Lava Flows,1.0,61.0,9.0,1,1,61,9
jojo,Hackers,1.0,61.0,9.0,1,1,61,9
jojo,Great Dam:promo,1.0,61.0,9.0,1,1,61,9
jojo,Giant Solar Shade,1.0,61.0,9.0,1,1,61,9
jojo,Fueled Generators,1.0,61.0,9.0,1,1,61,9
jojo,Flooding,1.0,61.0,9.0,1,1,61,9
jojo,Designed Micro-organisms,1.0,61.0,9.0,1,1,61,9
jojo,ArchaeBacteria,1.0,61.0,9.0,1,1,61,9
jojo,Algae,1.0,61.0,9.0,1,1,61,9
jojo,Aerial Lenses,1.0,61.0,9.0,1,1,61,9
jojo,Advanced Alloys,1.0,61.0,9.0,1,1,61,9
joe,Underground City,1.0,88.0,8.0,1,1,88,8
joe,Trading Colony,1.0,88.0,8.0,1,1,88,8
joe,Small Asteroid,1.0,88.0,8.0,1,1,88,8
joe,Productive Outpost,1.0,88.0,8.0,1,1,88,8
joe,Power Plant,1.0,88.0,8.0,1,1,88,8
joe,Minority Refuge,1.0,88.0,8.0,1,1,88,8
joe,Lava Flows,1.0,88.0,8.0,1,1,88,8
joe,Ironworks,1.0,88.0,8.0,1,1,88,8
joe,Indentured Workers,1.0,88.0,8.0,1,1,88,8
joe,Ice Asteroid,1.0,88.0,8.0,1,1,88,8
joe,Geothermal Power,1.0,88.0,8.0,1,1,88,8
joe,Big Asteroid,1.0,88.0,8.0,1,1,88,8
joe,Arctic Algae,1.0,88.0,8.0,1,1,88,8
jojo,Moss,1.0,61.0,9.0,1,1,61,9
jojo,Protected Valley,1.0,61.0,9.0,1,1,61,9
jojo,Red Spot Observatory,1.0,61.0,9.0,1,1,61,9
jojo,Search For Life,1.0,61.0,9.0,1,1,61,9
jooe,Io Mining Industries,1.0,100.0,8.0,1,1,100,8
jooe,Inventors Guild,1.0,100.0,8.0,1,1,100,8
jooe,Invention Contest,1.0,100.0,8.0,1,1,100,8
jooe,Interplanetary Colony Ship,1.0,100.0,8.0,1,1,100,8
jooe,Imported Hydrogen,1.0,100.0,8.0,1,1,100,8
jooe,Imported GHG,1.0,100.0,8.0,1,1,100,8
jooe,Immigration Shuttles,1.0,100.0,8.0,1,1,100,8
jooe,Ice Moon Colony,1.0,100.0,8.0,1,1,100,8
jooe,Heavy Taxation,1.0,100.0,8.0,1,1,100,8
jooe,Gyropolis,1.0,100.0,8.0,1,1,100,8
jooe,Giant Ice Asteroid,1.0,100.0,8.0,1,1,100,8
jooe,Fusion Power,1.0,100.0,8.0,1,1,100,8
jooe,Floating Habs,1.0,100.0,8.0,1,1,100,8
joe,ArchaeBacteria,1.0,88.0,8.0,1,1,88,8
jooe,Earth Office,1.0,100.0,8.0,1,1,100,8
jooe,Development Center,1.0,100.0,8.0,1,1,100,8
jooe,Cartel,1.0,100.0,8.0,1,1,100,8
jooe,Capital,1.0,100.0,8.0,1,1,100,8
jooe,Bribed Committee,1.0,100.0,8.0,1,1,100,8
jooe,Asteroid Rights,1.0,100.0,8.0,1,1,100,8
jooe,Ants,1.0,100.0,8.0,1,1,100,8
